name,start,median_deviation,many
"Cuckoo",1127,1.30165324434303,9
"Cuckoo",1184,0.923230545306839,9
"Cuckoo",1245,0.858592647355332,9
"Cuckoo",1308,0.824150539253827,9
"Cuckoo",1374,1.25624161185719,9
"Cuckoo",1444,2.07757497281638,9
"Cuckoo",1517,0.892687716056004,9
"Cuckoo",1594,0.78794501639156,9
"Cuckoo",1675,0.907033184340185,9
"Cuckoo",1760,1.10221010169876,9
"Cuckoo",1849,1.00768491058513,9
"Cuckoo",1942,0.956741776117615,9
"Cuckoo",2040,1.23741627481819,9
"Cuckoo",2143,1.20040885212389,9
"Cuckoo",2251,2.41075311326349,9
"Cuckoo",2365,2.34888992441534,9
"Cuckoo",2484,1.65299615345445,9
"Cuckoo",2610,1.53119855887195,9
"Cuckoo",2741,1.70992532162881,9
"Cuckoo",2879,1.01105408909243,9
"Cuckoo",3024,3.70590884456556,9
"Cuckoo",3176,3.44863944809719,9
"Cuckoo",3336,3.30049224399216,9
"Cuckoo",3504,1.32832318388174,9
"Cuckoo",3680,3.62784326448217,9
"Cuckoo",3865,3.24135969278908,9
"Cuckoo",4060,1.77662702538923,9
"Cuckoo",4264,2.65598537595097,9
"Cuckoo",4478,2.84864227308268,9
"Cuckoo",4703,3.03897661924446,9
"Cuckoo",4939,0.617349587495393,9
"Cuckoo",5187,2.34100880585654,9
"Cuckoo",5447,3.21742471836097,9
"Cuckoo",5721,2.07129773143581,9
"Cuckoo",6008,4.45581055112717,9
"Cuckoo",6309,2.41355777979983,9
"Cuckoo",6625,2.73841664849998,9
"Cuckoo",6958,5.77685692643585,9
"Cuckoo",7307,5.98815505708998,9
"Cuckoo",7673,3.19762739282826,9
"Cuckoo",8058,5.04805404891045,9
"Cuckoo",8462,3.25729498355692,9
"Cuckoo",8886,3.26774675351617,9
"Cuckoo",9331,4.57533338432901,9
"Cuckoo",9799,5.02133878686079,9
"Cuckoo",10290,3.49369167082935,9
"Cuckoo",10805,2.61230767723575,9
"Cuckoo",11346,3.27866476655153,9
"Cuckoo",11915,2.68666682565045,9
"Cuckoo",12511,3.4972651605232,9
"Cuckoo",13138,4.13426651997848,9
"Cuckoo",13796,5.18078791149487,9
"Cuckoo",14487,3.99807432200087,9
"Cuckoo",15212,2.4009324009324,9
"Cuckoo",15974,6.04553399561917,9
"Cuckoo",16773,4.60659770044135,9
"Cuckoo",17613,2.73489666307396,9
"Cuckoo",18495,4.22052957344402,9
"Cuckoo",19421,4.39693986488483,9
"Cuckoo",20393,3.44975964789338,9
"Cuckoo",21413,4.03598655627511,9
"Cuckoo",22485,2.60358574373245,9
"Cuckoo",23610,2.67669310975283,9
"Cuckoo",24792,6.07850864942012,9
"Cuckoo",26032,9.26558039506815,9
"Cuckoo",27335,3.60624377474371,9
"Cuckoo",28703,6.44833948339483,9
"Cuckoo",30139,6.34427562827637,9
"Cuckoo",31647,5.72398003722431,9
"Cuckoo",33230,3.79814665964504,9
"Cuckoo",34893,11.9191277962528,9
"Cuckoo",36639,8.21376057023225,9
"Cuckoo",38472,5.53874042132441,9
"Cuckoo",40396,6.49371438603921,9
"Cuckoo",42417,7.63348354499522,9
"Cuckoo",44539,10.1138791896536,9
"Cuckoo",46767,5.07259662430668,9
"Cuckoo",49106,10.4278108572605,9
"Cuckoo",51563,4.80406464084989,9
"Cuckoo",54142,6.77132622314083,9
"Cuckoo",56850,7.29377519781856,9
"Cuckoo",59693,7.10672319419546,9
"Cuckoo",62679,6.52058118036798,9
"Cuckoo",65814,6.82888125707236,9
"Cuckoo",69106,4.00801730015677,9
"Cuckoo",72562,6.85889586042342,9
"Cuckoo",76191,5.00132539990385,9
"Cuckoo",80002,6.0185999654164,9
"Cuckoo",84003,5.11271032420709,9
"Cuckoo",88204,6.18751359582336,9
"Cuckoo",92615,3.21048300451694,9
"Cuckoo",97247,2.81751215593308,9
"Cuckoo",102110,3.05396005762857,9
"Cuckoo",107217,4.41603173645871,9
"Cuckoo",112579,4.3128343199251,9
"Cuckoo",118209,8.51193978398749,9
"Cuckoo",124120,2.5748892201823,9
"Cuckoo",130327,2.60212051080976,9
"Cuckoo",136845,2.55290002694419,9
"Cuckoo",143688,0.933157968213848,9
"Cuckoo",150873,3.61967680044306,9
"Cuckoo",158418,3.43253907936255,9
"Cuckoo",166340,3.30378871880536,9
"Cuckoo",174658,2.97535061221011,9
"Cuckoo",183392,4.03898722568736,9
"Cuckoo",192563,2.17722843078944,9
"Cuckoo",202192,2.74547189979926,9
"Cuckoo",212302,2.86725176279935,9
"Cuckoo",222919,2.44071299640011,9
"Cuckoo",234065,2.77872067270045,9
"Cuckoo",245770,2.62790420800698,9
"Cuckoo",258059,2.48453686383103,9
"Cuckoo",270963,3.08635755418678,9
"Cuckoo",284512,2.05283823368227,9
"Cuckoo",298739,2.52818734661124,9
"Cuckoo",313677,2.37077772533317,9
"Cuckoo",329362,2.77904679654465,9
"Cuckoo",345831,2.97869752464122,9
"Cuckoo",363124,2.25649436537749,9
"Cuckoo",381281,1.81486705932779,9
"Cuckoo",400346,5.79394423903268,9
"Cuckoo",420364,2.69183536029791,9
"Cuckoo",441384,3.06162591711088,9
"Cuckoo",463454,2.61704097042918,9
"Cuckoo",486627,4.67135900241071,9
"Cuckoo",510960,3.41739063581148,9
"Cuckoo",536509,3.5075126806393,9
"Cuckoo",563335,2.09052008520425,9
"Cuckoo",591503,1.97441679845041,9
"Cuckoo",621079,1.94739245082601,9
"Cuckoo",652134,2.81387496162898,9
"Cuckoo",684742,3.05056491942952,9
"Cuckoo",718980,2.38790492044865,9
"Cuckoo",754930,4.16863959205974,9
"Cuckoo",792678,3.42815661721338,9
"Cuckoo",832313,2.14811234627572,9
"Cuckoo",873929,3.22331630867002,9
"Cuckoo",917627,1.38382713299177,9
"Cuckoo",963509,2.0243924152052,9
"Cuckoo",1011686,3.28247393381765,9
"Cuckoo",1062271,1.70968588677924,9
"Cuckoo",1115386,2.59819425057865,9
"Cuckoo",1171156,4.22927296198395,9
"Cuckoo",1229715,2.49389179755672,9
"Cuckoo",1291201,2.66435440643228,9
"Cuckoo",1355762,2.28546562228024,9
"Cuckoo",1423552,2.61224278593236,9
"Cuckoo",1494730,3.00299258359718,9
"Cuckoo",1569468,3.39399178733521,9
"Cuckoo",1647942,2.60412641990573,9
"Cuckoo",1730340,2.11217882482607,9
"Cuckoo",1816858,3.01703372333104,9
"Cuckoo",1907702,1.77329742995433,9
"Cuckoo",2003088,3.98132682341856,9
"Cuckoo",2103244,3.68527431869957,9
"Cuckoo",2208407,2.3223985287199,9
"Cuckoo",2318829,1.44194025034393,9
"Cuckoo",2434771,1.23011539210458,9
"Cuckoo",2556511,2.16615676669746,9
"Cuckoo",2684337,1.03236086860708,9
"Cuckoo",2818555,1.42667129798283,9
"Cuckoo",2959484,1.57625159270603,9
"Cuckoo",3107459,1.26910214621344,9
"Cuckoo",3262833,1.70015195002533,9
"Cuckoo",3425976,1.37070445289624,9
"Cuckoo",3597275,1.6187187043495,9
"Cuckoo",3777140,1.45564821834724,9
"Cuckoo",3965998,1.25164856396428,9
"Cuckoo",4164299,1.07262739027652,9
"Cuckoo",4372515,0.445292620865149,9
"Cuckoo",4591142,1.31235577931614,9
"Cuckoo",4820700,1.91618881060083,9
"Cuckoo",5061736,1.83473225758005,9
"Cuckoo",5314824,1.99664443535529,9
"Cuckoo",5580566,1.3982509334202,9
"Cuckoo",5859595,2.5177039073565,9
"Cuckoo",6152576,1.86481156332953,9
"Cuckoo",6460206,2.7378170894526,9
"Cuckoo",6783217,1.45332912800253,9
"Cuckoo",7122379,1.82972305550491,9
"Cuckoo",7478499,2.67627380339681,9
"Cuckoo",7852425,1.76030086648221,9
"Cuckoo",8245048,2.02255738572468,9
"Cuckoo",8657301,1.87815877779518,9
"Cuckoo",9090167,2.09376235015149,9
"Cuckoo",9544677,1.60785734279552,9
"Cuckoo",10021911,1.93297165578615,9
"Cuckoo",10523008,3.41154893204043,9
"Cuckoo",11049159,2.52805981702447,9
"Cuckoo",11601618,2.30758453588706,9
"Cuckoo",12181700,1.50767722966351,9
"Cuckoo",12790786,2.19736152939636,9
"Cuckoo",13430327,1.96889748295752,9
"Cuckoo",14101844,2.0857152190246,9
"Cuckoo",14806937,1.47948999959265,9
"Cuckoo",15547285,1.82861328125,9
"Cuckoo",16324650,1.94005680199865,9
"Cuckoo",17140884,2.30614405923388,9
"Cuckoo",17997929,2.32004277173825,9
"Cuckoo",18897827,2.04517060665553,9
"Cuckoo",19842719,1.82889426957223,9
"Cuckoo",20834856,1.92792501616031,9
"Cuckoo",21876600,1.41051327234251,9
"Cuckoo",22970431,2.24557049737734,9
"Cuckoo",24118953,1.91398695118331,9
"Cuckoo",25324902,2.59020835504533,9
"Cuckoo",26591148,2.41066931054058,9
"Cuckoo",27920707,2.16673051139629,9
"Cuckoo",29316743,2.41425055141769,9
"Cuckoo",30782581,2.23077477016138,9
"Cuckoo",32321711,3.23745317155386,9
"Cuckoo",33937798,3.86233208553162,9
"Cuckoo",35634689,3.62004582537204,9
"Cuckoo",37416424,2.94196945426864,9
"Cuckoo",39287247,3.42684828617805,9
"Cuckoo",41251610,2.94273994557239,9
"Cuckoo",43314191,1.95906293993893,9
"Cuckoo",45479902,2.89593407991856,9
"Cuckoo",47753898,2.40902423144205,9
"Cuckoo",50141594,2.10504770601756,9
"Cuckoo",52648675,2.09449165187617,9
"Cuckoo",55281110,2.08492880921494,9
"Cuckoo",58045166,2.33332291438753,9
"Cuckoo",60947425,2.0637884091793,9
"Cuckoo",63994798,1.75110268994222,9
"Cuckoo",67194539,2.73785878412588,9
"Cuckoo",70554267,1.14149149798808,9
"Cuckoo",74081981,2.74671512440593,9
"Cuckoo",77786081,1.86971564741196,9
"Cuckoo",81675386,2.74045842339624,9
"Cuckoo",85759156,3.51725871696618,9
"Cuckoo",90047115,2.39988510786256,9
"Cuckoo",94549472,1.66819528184155,9
"Cuckoo",99276947,2.62187746706357,9
MinTaffy,0,0.76022975410615,9
MinTaffy,1,16.0879241993449,9
MinTaffy,2,10.189172890917,9
MinTaffy,3,11.4291340077053,9
MinTaffy,4,12.1193605447352,9
MinTaffy,5,18.0054591538312,9
MinTaffy,6,10.8054715597381,9
MinTaffy,8,12.0261715390041,9
MinTaffy,9,9.11695213755708,9
MinTaffy,11,9.29031882902191,9
MinTaffy,12,12.4021754368604,9
MinTaffy,14,9.62697570420539,9
MinTaffy,15,10.5222987010927,9
MinTaffy,17,5.95750271552577,9
MinTaffy,19,2.42551095789215,9
MinTaffy,21,6.18950004654721,9
MinTaffy,23,3.61691803092878,9
MinTaffy,25,6.43416397831375,9
MinTaffy,28,3.32515568975279,9
MinTaffy,30,5.15295487408687,9
MinTaffy,33,4.23578673400413,9
MinTaffy,35,3.8832418997365,9
MinTaffy,38,4.02902048407255,9
MinTaffy,41,6.43742893984042,9
MinTaffy,44,7.3693219157787,9
MinTaffy,47,8.41283665310992,9
MinTaffy,51,6.88904850430962,9
MinTaffy,54,7.54484788510822,9
MinTaffy,58,3.73742980976578,9
MinTaffy,62,2.86190110936348,9
MinTaffy,66,3.32323918695345,9
MinTaffy,70,2.43100926518172,9
MinTaffy,75,3.13789302099392,9
MinTaffy,80,3.04206171980818,9
MinTaffy,85,2.38305808163343,9
MinTaffy,90,0.936509467492362,9
MinTaffy,95,2.10838474280517,9
MinTaffy,101,3.70780887408749,9
MinTaffy,107,1.98332374998621,9
MinTaffy,114,1.44230192634738,9
MinTaffy,120,2.63424386122532,9
MinTaffy,127,1.99862427835512,9
MinTaffy,135,3.93483048947621,9
MinTaffy,142,0.802622193165152,9
MinTaffy,151,2.53527013631002,9
MinTaffy,159,2.6673592161089,9
MinTaffy,168,1.5023390463404,9
MinTaffy,178,1.29646935425874,9
MinTaffy,188,0.908639743708708,9
MinTaffy,198,0.990284743888472,9
MinTaffy,209,1.30489335006274,9
MinTaffy,220,0.553136621007978,9
MinTaffy,232,0.504185959496751,9
MinTaffy,245,1.27901019033341,9
MinTaffy,258,0.839323915431606,9
MinTaffy,272,1.29928932810994,9
MinTaffy,287,2.04883479994493,9
MinTaffy,302,2.56910119146573,9
MinTaffy,318,4.02131150394722,9
MinTaffy,335,2.96462721142244,9
MinTaffy,353,1.89679196408146,9
MinTaffy,372,1.6162828009981,9
MinTaffy,391,1.7344333657987,9
MinTaffy,412,1.51161810570088,9
MinTaffy,434,1.52855696554818,9
MinTaffy,456,8.78147665698055,9
MinTaffy,480,7.41229154647106,9
MinTaffy,505,7.9900451406535,9
MinTaffy,531,8.03282340709937,9
MinTaffy,559,17.3520019229448,9
MinTaffy,588,12.20754071267,9
MinTaffy,618,15.9134064354996,9
MinTaffy,650,12.7715725215259,9
MinTaffy,684,15.7104291130235,9
MinTaffy,719,11.141183062211,9
MinTaffy,756,8.60774894112964,9
MinTaffy,795,1.87357113681118,9
MinTaffy,836,1.62839231687604,9
MinTaffy,879,1.02965555350893,9
MinTaffy,924,12.7480332844666,9
MinTaffy,971,16.8643805122714,9
MinTaffy,1020,13.145308310992,9
MinTaffy,1072,6.53851884964984,9
MinTaffy,1127,8.22266240489803,9
MinTaffy,1184,13.0829959828145,9
MinTaffy,1245,8.78994759449447,9
MinTaffy,1308,16.4194807711831,9
MinTaffy,1374,12.9989282282504,9
MinTaffy,1444,4.70270681265208,9
MinTaffy,1517,2.86025960508801,9
MinTaffy,1594,1.88648759804546,9
MinTaffy,1675,1.55735397888936,9
MinTaffy,1760,6.9558101472995,9
MinTaffy,1849,4.14461635617304,9
MinTaffy,1942,7.54453985073314,9
MinTaffy,2040,6.32143739630766,9
MinTaffy,2143,3.94194256556307,9
MinTaffy,2251,4.61186079277893,9
MinTaffy,2365,4.37681814991304,9
MinTaffy,2484,14.9446729130453,9
MinTaffy,2610,5.92705685675782,9
MinTaffy,2741,9.89181264845606,9
MinTaffy,2879,9.36789792819894,9
MinTaffy,3024,3.5747061474105,9
MinTaffy,3176,1.41755958501457,9
MinTaffy,3336,1.45171294970893,9
MinTaffy,3504,0.359167026446088,9
MinTaffy,3680,6.56433961518707,9
MinTaffy,3865,5.49850922315784,9
MinTaffy,4060,9.42954770007684,9
MinTaffy,4264,11.029608647247,9
MinTaffy,4478,10.3204164431584,9
MinTaffy,4703,4.38286848364567,9
MinTaffy,4939,8.76830688661087,9
MinTaffy,5187,15.2384320761878,9
MinTaffy,5447,11.1636876595897,9
MinTaffy,5721,10.2720969527472,9
MinTaffy,6008,1.68614649665219,9
MinTaffy,6309,1.6608401760723,9
MinTaffy,6625,0.948067805788648,9
MinTaffy,6958,0.544422456961824,9
MinTaffy,7307,2.60323217512653,9
MinTaffy,7673,3.90609337200444,9
MinTaffy,8058,5.19466602369614,9
MinTaffy,8462,5.46904492261231,9
MinTaffy,8886,9.49656243069417,9
MinTaffy,9331,7.77397418698247,9
MinTaffy,9799,13.1488085130469,9
MinTaffy,10290,7.27958630044083,9
MinTaffy,10805,1.57312274319469,9
MinTaffy,11346,1.83485366780693,9
MinTaffy,11915,6.20780155353779,9
MinTaffy,12511,1.16480995525566,9
MinTaffy,13138,0.686729352221685,9
MinTaffy,13796,0.579293648767715,9
MinTaffy,14487,1.80993009388282,9
MinTaffy,15212,7.37880228136882,9
MinTaffy,15974,1.80139501971224,9
MinTaffy,16773,1.55805379946454,9
MinTaffy,17613,3.97999780997919,9
MinTaffy,18495,3.71105984446855,9
MinTaffy,19421,8.93016510486391,9
MinTaffy,20393,0.813014951420464,9
MinTaffy,21413,9.46848731784313,9
MinTaffy,22485,8.83987187508756,9
MinTaffy,23610,17.4108139437246,9
MinTaffy,24792,0.610455137941312,9
MinTaffy,26032,1.51318046930086,9
MinTaffy,27335,0.323674898737301,9
MinTaffy,28703,5.19832034807247,9
MinTaffy,30139,10.9519325042572,9
MinTaffy,31647,7.24582494696187,9
MinTaffy,33230,17.885931019815,9
MinTaffy,34893,6.02994321115126,9
MinTaffy,36639,7.56758012435827,9
MinTaffy,38472,3.66107623783655,9
MinTaffy,40396,12.962887255423,9
MinTaffy,42417,16.085441462642,9
MinTaffy,44539,16.8697165589259,9
MinTaffy,46767,1.32283032421046,9
MinTaffy,49106,0.877866892728703,9
MinTaffy,51563,0.521943535087498,9
MinTaffy,54142,0.589991533354134,9
MinTaffy,56850,6.0431002417705,9
MinTaffy,59693,3.40140453434383,9
MinTaffy,62679,0.746298466126977,9
MinTaffy,65814,4.24395084344707,9
MinTaffy,69106,0.763627229339357,9
MinTaffy,72562,0.779890769905752,9
MinTaffy,76191,1.10563662509723,9
MinTaffy,80002,0.799980165781017,9
MinTaffy,84003,1.08455513155252,9
MinTaffy,88204,3.25843109852526,9
MinTaffy,92615,6.84853327245747,9
MinTaffy,97247,1.59874342267013,9
MinTaffy,102110,0.727984587371951,9
MinTaffy,107217,0.959638012094303,9
MinTaffy,112579,2.86515576442054,9
MinTaffy,118209,4.75228526821361,9
MinTaffy,124120,5.14385990567763,9
MinTaffy,130327,1.19825570372244,9
MinTaffy,136845,4.23023805316106,9
MinTaffy,143688,6.38178437357473,9
MinTaffy,150873,2.79813896326207,9
MinTaffy,158418,4.57059881067627,9
MinTaffy,166340,1.81230603914901,9
MinTaffy,174658,7.33877005562846,9
MinTaffy,183392,0.691963480206425,9
MinTaffy,192563,0.869919804268045,9
MinTaffy,202192,1.59126898208881,9
MinTaffy,212302,2.49028234590576,9
MinTaffy,222919,4.71781728266822,9
MinTaffy,234065,2.22659073169321,9
MinTaffy,245770,1.92773948181602,9
MinTaffy,258059,4.02676684667762,9
MinTaffy,270963,4.11417626491157,9
MinTaffy,284512,19.8355234933437,9
MinTaffy,298739,15.3895069413765,9
MinTaffy,313677,15.1448418458749,9
MinTaffy,329362,12.2687389594434,9
MinTaffy,345831,4.28354344016995,9
MinTaffy,363124,8.00043872362761,9
MinTaffy,381281,3.13332781593975,9
MinTaffy,400346,7.86316486426837,9
MinTaffy,420364,6.08389173604705,9
MinTaffy,441384,4.68517117500758,9
MinTaffy,463454,6.36909887312344,9
MinTaffy,486627,7.80202877477237,9
MinTaffy,510960,8.58558202265421,9
MinTaffy,536509,9.52955878926522,9
MinTaffy,563335,9.38362515386326,9
MinTaffy,591503,7.03416207701975,9
MinTaffy,621079,2.82718207052535,9
MinTaffy,652134,4.18330727086592,9
MinTaffy,684742,5.19375081046644,9
MinTaffy,718980,17.6253934633601,9
MinTaffy,754930,5.3300811218907,9
MinTaffy,792678,3.30640593059626,9
MinTaffy,832313,2.66934570249877,9
MinTaffy,873929,2.38062995964573,9
MinTaffy,917627,2.35125981323047,9
MinTaffy,963509,2.39966124309404,9
MinTaffy,1011686,11.7630768860295,9
MinTaffy,1062271,2.94034933037412,9
MinTaffy,1115386,7.03043196436585,9
MinTaffy,1171156,2.70332261608232,9
MinTaffy,1229715,8.68527091906721,9
MinTaffy,1291201,3.63632489559363,9
MinTaffy,1355762,12.6030967684934,9
MinTaffy,1423552,3.4766802420561,9
MinTaffy,1494730,1.77543118620205,9
MinTaffy,1569468,2.08373141743417,9
MinTaffy,1647942,7.99232022860715,9
MinTaffy,1730340,2.01446748247712,9
MinTaffy,1816858,4.18325803405059,9
MinTaffy,1907702,3.2263284977246,9
MinTaffy,2003088,0.87245848335056,9
MinTaffy,2103244,4.27708535701093,9
MinTaffy,2208407,2.04057597517086,9
MinTaffy,2318829,3.09328245178498,9
MinTaffy,2434771,3.99444141497651,9
MinTaffy,2556511,4.02910524229972,9
MinTaffy,2684337,3.38415180973563,9
MinTaffy,2818555,3.32824187746244,9
MinTaffy,2959484,2.81168297053555,9
MinTaffy,3107459,3.46790278495974,9
MinTaffy,3262833,4.79207672127389,9
MinTaffy,3425976,4.40441454215,9
MinTaffy,3597275,2.2717539419895,9
MinTaffy,3777140,10.9079952350922,9
MinTaffy,3965998,5.57154768250843,9
MinTaffy,4164299,4.33418007338414,9
MinTaffy,4372515,6.46881165491187,9
MinTaffy,4591142,2.54266583392641,9
MinTaffy,4820700,1.94419278323613,9
MinTaffy,5061736,3.06610953589016,9
MinTaffy,5314824,4.42108400118036,9
MinTaffy,5580566,4.40900562851782,9
MinTaffy,5859595,3.46196474789,9
MinTaffy,6152576,0.87308720366977,9
MinTaffy,6460206,11.0591834729766,9
MinTaffy,6783217,4.10208114966937,9
MinTaffy,7122379,5.93101407213641,9
MinTaffy,7478499,2.562513579174,9
MinTaffy,7852425,2.83351076897878,9
MinTaffy,8245048,3.85495475590028,9
MinTaffy,8657301,2.80958287706727,9
MinTaffy,9090167,5.84173095770612,9
MinTaffy,9544677,6.16946446833453,9
MinTaffy,10021911,4.41538613081166,9
MinTaffy,10523008,2.27803332638811,9
MinTaffy,11049159,1.70130260974708,9
MinTaffy,11601618,2.14969777954372,9
MinTaffy,12181700,1.96778559941614,9
MinTaffy,12790786,6.08190042485628,9
MinTaffy,13430327,2.41655620757872,9
MinTaffy,14101844,12.1271322350197,9
MinTaffy,14806937,9.31604774002848,9
MinTaffy,15547285,8.60423786739577,9
MinTaffy,16324650,1.06575056813058,9
MinTaffy,17140884,2.00071445638622,9
MinTaffy,17997929,1.63552068473608,9
MinTaffy,18897827,2.77598135516699,9
MinTaffy,19842719,2.68041996684472,9
MinTaffy,20834856,0.975104240325758,9
MinTaffy,21876600,1.99234705854734,9
MinTaffy,22970431,1.64535372789925,9
MinTaffy,24118953,1.16692711184544,9
MinTaffy,25324902,1.94301900336611,9
MinTaffy,26591148,7.30107263370218,9
MinTaffy,27920707,7.10126899387531,9
MinTaffy,29316743,3.34842359139418,9
MinTaffy,30782581,2.42601744099052,9
MinTaffy,32321711,3.63564899182572,9
MinTaffy,33937798,5.88704640871944,9
MinTaffy,35634689,4.97600715224054,9
MinTaffy,37416424,3.73596259906221,9
MinTaffy,39287247,6.41189771173054,9
MinTaffy,41251610,1.12462797538989,9
MinTaffy,43314191,4.19347112782315,9
MinTaffy,45479902,3.10319808003572,9
MinTaffy,47753898,2.61193593526485,9
MinTaffy,50141594,4.97395523337671,9
MinTaffy,52648675,15.7254948520391,9
MinTaffy,55281110,11.5784691317232,9
MinTaffy,58045166,3.8282028635557,9
MinTaffy,60947425,6.06064488302126,9
MinTaffy,63994798,5.35726246783245,9
MinTaffy,67194539,10.1671240327326,9
MinTaffy,70554267,10.1025967884532,9
MinTaffy,74081981,5.40083242485278,9
MinTaffy,77786081,4.93540147032896,9
MinTaffy,81675386,6.00819196719616,9
MinTaffy,85759156,2.98355517352157,9
MinTaffy,90047115,6.39326585272531,9
MinTaffy,94549472,18.9055369883911,9
MinTaffy,99276947,8.28023726283537,9
SimdBlockFilter,0,0.388975937549758,9
SimdBlockFilter,1,0.643800391074921,9
SimdBlockFilter,2,0.466194531359925,9
SimdBlockFilter,3,0.94149456226539,9
SimdBlockFilter,4,0.357765477638323,9
SimdBlockFilter,5,0.297709719661139,9
SimdBlockFilter,6,0.726313201407493,9
SimdBlockFilter,8,0.820055510212832,9
SimdBlockFilter,9,0.93507877782996,9
SimdBlockFilter,11,0.639810933928583,9
SimdBlockFilter,12,1.02186767329727,9
SimdBlockFilter,14,1.07088926569321,9
SimdBlockFilter,15,1.15277298258012,9
SimdBlockFilter,17,0.481742726380292,9
SimdBlockFilter,19,0.448258641363712,9
SimdBlockFilter,21,0.557634220794309,9
SimdBlockFilter,23,0.555533271830251,9
SimdBlockFilter,25,0.785899180743462,9
SimdBlockFilter,28,0.590618785324645,9
SimdBlockFilter,30,0.34681710964408,9
SimdBlockFilter,33,0.558199659204422,9
SimdBlockFilter,35,0.266728222754759,9
SimdBlockFilter,38,0.352024239574203,9
SimdBlockFilter,41,0.906578308709972,9
SimdBlockFilter,44,0.705250225768117,9
SimdBlockFilter,47,0.617300417758195,9
SimdBlockFilter,51,0.857562745965919,9
SimdBlockFilter,54,0.942560358452313,9
SimdBlockFilter,58,0.795066428839954,9
SimdBlockFilter,62,0.26062242925154,9
SimdBlockFilter,66,0.549627587534641,9
SimdBlockFilter,70,0.58426912211225,9
SimdBlockFilter,75,0.257359605070956,9
SimdBlockFilter,80,0.34815426158444,9
SimdBlockFilter,85,0.51607589791858,9
SimdBlockFilter,90,0.352335254596227,9
SimdBlockFilter,95,0.9087052118133,9
SimdBlockFilter,101,0.669668830239563,9
SimdBlockFilter,107,0.42109766123695,9
SimdBlockFilter,114,0.364549806416557,9
SimdBlockFilter,120,0.593398773071791,9
SimdBlockFilter,127,0.467292219464175,9
SimdBlockFilter,135,0.569243965331514,9
